id,name,lat,lng,cid,number_of_votes,place_url,source,category,created_at,number_of_reviews,date
19709878,Malleswaram Thatte Idly Cafe & By 2 Coffee Point,13.0066958372,77.5639187917,,893,,zomato,restaurant,1688639100,9742,1397932200.0
18668825,Lakshmi Mess,12.9963596501,77.5711215287,,97,,zomato,restaurant,1688639100,9742,1397932200.0
18660016,Meen-Da-Vanas,12.9973981885,77.5605864823,,4,,zomato,restaurant,1688639100,,
19432141,Hotel Ramanna Nati Style,13.0391347494,77.5181898102,,57,,zomato,restaurant,1688639100,9742,1397932200.0
19830422,Yohan Kitchen,12.9969019513,77.5730044395,,22,,zomato,restaurant,1688639100,9742,1397932200.0
19632942,Pattegar Donne Biriyani,12.9715729358,77.5469880179,,255,,zomato,restaurant,1688639100,9742,1397932200.0
20288748,Qmin,13.01106,77.55504,,16,,zomato,restaurant,1688639100,9742,1397932200.0
19686010,Rockin Burgers,13.0292432,77.5617526,,40,,zomato,restaurant,1688639100,9742,1397932200.0
19162531,Sanmanaa,12.9851159992,77.5599983416,,44,,zomato,restaurant,1688639100,9742,1397932200.0
19796084,Mane Holige Kuruku Thindi,12.9993024365,77.5725313649,,50,,zomato,restaurant,1688639100,9742,1397932200.0
18422883,Biriyani Fest,13.032852894,77.5673453137,,1229,,zomato,restaurant,1688639100,9742,1397932200.0
19792971,4700BC Gourmet Popcorn,12.9917921858,77.5702806562,,26,,zomato,restaurant,1688639100,9742,1397932200.0
18581089,Punjab Grill,13.0108435849,77.554223612,,4445,,zomato,restaurant,1688639100,9742,1397932200.0
18595271,Temple Meals,12.9983661585,77.5695792586,,125,,zomato,restaurant,1688639100,9742,1397932200.0
19710271,Hasanambe Benne Dose,12.98217348,77.5538876653,,107,,zomato,restaurant,1688639100,9742,1397932200.0
18572234,StikSnax,13.0108105914,77.554250434,,22,,zomato,restaurant,1688639100,9742,1397932200.0
19577164,Indotalian II Cafe,13.0051836577,77.5786595419,,59,,zomato,restaurant,1688639100,9742,1397932200.0
19923052,Bake In Care,12.98421212,77.5559110567,,21,,zomato,restaurant,1688639100,9742,1397932200.0
18385453,B52 - Sports Bar,13.0169378421,77.549257502,,142,,zomato,restaurant,1688639100,9742,1397932200.0
19684480,Brown Burger Co,13.03008722,77.5627855584,,2,,zomato,restaurant,1688639100,9742,1397932200.0
19180247,Sailor 16,13.0303869509,77.5701724956,,36,,zomato,restaurant,1688639100,9742,1397932200.0
19364530,La Pizzeria,13.028112653,77.5731697306,,28,,zomato,restaurant,1688639100,9742,1397932200.0
19481317,Chakhna House - Nati Style,13.0064694519,77.5411850587,,35,,zomato,restaurant,1688639100,9742,1397932200.0
19062995,Happy Platter,12.9960878457,77.5546162203,,2644,,zomato,restaurant,1688639100,9742,1397932200.0
17946097,New Ootada Mane,13.0274031,77.5588861,,971,,zomato,restaurant,1688639100,9742,1397932200.0
19915960,Probasi Rannaghor,13.0410528,77.5541789,,21,,zomato,restaurant,1688639100,9742,1397932200.0
19986082,Lassi And More,13.0409256631,77.5176952779,,222,,zomato,restaurant,1688639100,9742,1397932200.0
18630494,Bharath's Pizza,12.9992959028,77.5723030418,,4,,zomato,restaurant,1688639100,,
19790832,Mane Holige,12.9915412848,77.5385990739,,482,,zomato,restaurant,1688639100,9742,1397932200.0
20430367,SGS Non Veg Gundu Palav,12.9964559668,77.5686049461,,0,,zomato,restaurant,1688639100,9742,1397932200.0
18655235,Food Square,12.9970068178,77.5738956034,,89,,zomato,restaurant,1688639100,9742,1397932200.0
60426,Shahi Chicken Biriyani,12.9946994171,77.5552985072,,1413,,zomato,restaurant,1688639100,9742,1397932200.0
19689730,The Secret Chapter,12.9888963548,77.5333835185,,24,,zomato,restaurant,1688639100,9742,1397932200.0
18642682,Strona - The Fern Residency,13.0268305642,77.5440620631,,70,,zomato,restaurant,1688639100,9742,1397932200.0
19262959,Fruit Face,13.0004706555,77.572272867,,80,,zomato,restaurant,1688639100,9742,1397932200.0
56304,Chandus Hotel,12.9934392,77.5457565,,511,,zomato,restaurant,1688639100,9742,1397932200.0
19650556,Hotel Rajaatithya,13.0188902855,77.5576206297,,58,,zomato,restaurant,1688639100,9742,1397932200.0
18552851,Cinders Rooftop Barbeque,13.0281949678,77.5587260351,,284,,zomato,restaurant,1688639100,9742,1397932200.0
19778043,MM Hotel,12.9884693607,77.5557883456,,34,,zomato,restaurant,1688639100,9742,1397932200.0
19359119,Green Donne Biriyani And Kabab Center,12.9991691494,77.5780664384,,83,,zomato,restaurant,1688639100,9742,1397932200.0
19366208,Tarbouch Roll and Grills,13.0287855428,77.5716425478,,1392,,zomato,restaurant,1688639100,9742,1397932200.0
52677,Hotel Nalapaka,12.9984305155,77.5522951037,,1973,,zomato,restaurant,1688639100,9742,1397932200.0
19841745,Michael's Icecream Burger,12.9882880431,77.5373505056,,7,,zomato,restaurant,1688639100,9742,1397932200.0
19462142,Flavourboxx,13.0000949704,77.5571284443,,41,,zomato,restaurant,1688639100,9742,1397932200.0
52058,The Persian Terrace - Sheraton Grand Bangalore Hotel at Brigade Gateway,13.0122551165,77.5546993688,,823,,zomato,restaurant,1688639100,9742,1397932200.0
19702285,Full Moon Pizza,12.9945491396,77.5599665567,,56,,zomato,restaurant,1688639100,9742,1397932200.0
18275010,Asha Food Camp,12.9875581977,77.5544640049,,1167,,zomato,restaurant,1688639100,9742,1397932200.0
19470560,Machili,12.998410261,77.5700285286,,23,,zomato,restaurant,1688639100,9742,1397932200.0
19650306,Foodeez Zone,13.0343214619,77.5646657869,,62,,zomato,restaurant,1688639100,9742,1397932200.0
19094752,Taran Sagar,13.01945867,77.5392116234,,137,,zomato,restaurant,1688639100,9742,1397932200.0
18624160,Amrut,12.9982893875,77.570146881,,2420,,zomato,restaurant,1688639100,9742,1397932200.0
18688104,Nando's,13.0113175808,77.555010505,,6373,,zomato,restaurant,1688639100,9742,1397932200.0
54063,Hotel Vaishali,12.9969065249,77.5730047747,,25,,zomato,restaurant,1688639100,9742,1397932200.0
55688,Hotel Savajis,13.0000952971,77.5525120273,,188,,zomato,restaurant,1688639100,9742,1397932200.0
53188,Sbarro,13.0111581667,77.554397285,,312,,zomato,restaurant,1688639100,9742,1397932200.0
19097333,Kulche D' Hatti,13.0280705157,77.5728129968,,134,,zomato,restaurant,1688639100,9742,1397932200.0
18811064,Flodeis,12.9735969605,77.5446152687,,845,,zomato,restaurant,1688639100,9742,1397932200.0
19440102,Dr. Sheesha,13.008396824,77.5489594415,,179,,zomato,restaurant,1688639100,9742,1397932200.0
18888108,Singh Saab Dhaba,13.0024010143,77.5725759566,,662,,zomato,restaurant,1688639100,9742,1397932200.0
19815493,Hydeout Bar & Lounge,13.0121512365,77.554256469,,47,,zomato,restaurant,1688639100,9742,1397932200.0
59797,Hotel Prashanth,12.9882893499,77.5542655215,,942,,zomato,restaurant,1688639100,9742,1397932200.0
19858588,Moonrock Lounge,13.0338994455,77.5686089695,,90,,zomato,restaurant,1688639100,9742,1397932200.0
18487189,Cream Stone Ice Cream,13.027880081,77.5740897283,,3996,,zomato,restaurant,1688639100,9742,1397932200.0
59721,Hotel Karavali Beach,12.9855725109,77.5746617094,,154,,zomato,restaurant,1688639100,9742,1397932200.0
19170126,V K Bakery Foodies,13.0111816868,77.54558824,,4,,zomato,restaurant,1688639100,9742,1397932200.0
18305619,Latitude - Tulip Inn,12.9992851222,77.5830838457,,51,,zomato,restaurant,1688639100,9742,1397932200.0
19939117,Kodava Mane,13.0288207,77.5715919,,29,,zomato,restaurant,1688639100,9742,1397932200.0
18823847,Nesara Mullti - Cuisine Family Dining & Garden Restaurant,13.0213983539,77.5666519627,,642,,zomato,restaurant,1688639100,9742,1397932200.0
18699323,Kesariya,13.0051261627,77.5839408115,,244,,zomato,restaurant,1688639100,9742,1397932200.0
57774,7-Star Ambur Dum Biriyani,13.029642658,77.5620439276,,393,,zomato,restaurant,1688639100,9742,1397932200.0
19796468,Hotel Udupi Brundavana,12.9971884557,77.5677469745,,510,,zomato,restaurant,1688639100,9742,1397932200.0
19307091,Food Factory,13.0330965671,77.5661339611,,36,,zomato,restaurant,1688639100,9742,1397932200.0
19046532,Shree Lakshmivenkatesh Hindhu Miltry Hotel,13.0002449178,77.5525656715,,213,,zomato,restaurant,1688639100,9742,1397932200.0
19761745,Shree Ganesh Fruits Juice,12.9964227008,77.5513623655,,371,,zomato,restaurant,1688639100,9742,1397932200.0
19430566,The Kings Of Burger,13.0294224999,77.5618927181,,115,,zomato,restaurant,1688639100,9742,1397932200.0
18499714,New A1 Chicken Biryani Point,12.9902257,77.5458035,,357,,zomato,restaurant,1688639100,9742,1397932200.0
52361,Glacier - Citrine Hotel,12.986668267,77.5744662434,,39,,zomato,restaurant,1688639100,9742,1397932200.0
19880448,India Sweet House,12.9992896958,77.571025975,,152,,zomato,restaurant,1688639100,9742,1397932200.0
18641875,Five Star Chicken,12.9686546521,77.545459494,,882,,zomato,restaurant,1688639100,9742,1397932200.0
19255568,Surakshith Chinese Nalapaka,13.004610667,77.5802306458,,595,,zomato,restaurant,1688639100,9742,1397932200.0
18856915,UBQ By Barbeque Nation,12.9832921204,77.5601382181,,4504,,zomato,restaurant,1688639100,9742,1397932200.0
19050797,Pizza Street,13.0037189261,77.5585518395,,88,,zomato,restaurant,1688639100,9742,1397932200.0
19815317,E2P Italian Pizza & Burger,12.9867326238,77.5399783679,,1188,,zomato,restaurant,1688639100,9742,1397932200.0
18460061,1522 - The Pub,13.0328016116,77.5692342594,,2058,,zomato,restaurant,1688639100,9742,1397932200.0
18412439,New Prashanth Hotel,13.0076121567,77.5711446628,,15,,zomato,restaurant,1688639100,9742,1397932200.0
19800589,Amchi Mumbai Vada Pav,13.0403599409,77.5184006989,,33,,zomato,restaurant,1688639100,9742,1397932200.0
19624886,The Bel Resto Cafe,13.0278314106,77.5734869018,,33,,zomato,restaurant,1688639100,9742,1397932200.0
19928831,Punjab Grill,12.9913008378,77.5704563409,,167,,zomato,restaurant,1688639100,9742,1397932200.0
19840378,India Sweet House,13.0019145875,77.5714091957,,13,,zomato,restaurant,1688639100,9742,1397932200.0
19856381,Vividha Biryani Joint,13.0330465913,77.5661145151,,61,,zomato,restaurant,1688639100,9742,1397932200.0
57634,Veg By Nature,12.9916980979,77.5713421404,,73,,zomato,restaurant,1688639100,9742,1397932200.0
19676077,Crunchy Mojo,13.0299485,77.5625669,,46,,zomato,restaurant,1688639100,9742,1397932200.0
18777147,Jetlag,13.0124501366,77.5543094426,,2310,,zomato,restaurant,1688639100,9742,1397932200.0
19154908,TKS Iyengars,12.9916784963,77.5368690491,,5326,,zomato,restaurant,1688639100,9742,1397932200.0
18937506,Om Meals & Paratha Junction,13.0308077943,77.5622615218,,7559,,zomato,restaurant,1688639100,9742,1397932200.0
19046214,KAC,12.9915599063,77.5553501397,,4,,zomato,restaurant,1688639100,9742,1397932200.0
18861973,Krazy Adda,12.9920881702,77.5356600434,,246,,zomato,restaurant,1688639100,9742,1397932200.0
19170081,Biryani Canteen,12.9987411928,77.5569634885,,1425,,zomato,restaurant,1688639100,9742,1397932200.0
19630748,Belgian Waffle Factory,12.9922616443,77.5385883451,,308,,zomato,restaurant,1688639100,9742,1397932200.0
19947732,Sri Durga Chats & Ice Cream Parlor,12.9725459073,77.5389249623,,309,,zomato,restaurant,1688639100,9742,1397932200.0
18679418,Davanagere Bene Dosa Hotel,13.0085281461,77.5439601392,,21,,zomato,restaurant,1688639100,9742,1397932200.0
19820618,ATH - All Things Healthy!,13.0371531474,77.5647920881,,215,,zomato,restaurant,1688639100,9742,1397932200.0
20367299,Bangarpet Chats,13.0079453629,77.5474032573,,0,,zomato,restaurant,1688639100,,
19730283,Sri Bettaiah Military Hotel,12.9755249144,77.5605415553,,247,,zomato,restaurant,1688639100,9742,1397932200.0
18637699,Maarish Food Joint,13.0171730377,77.5316249952,,554,,zomato,restaurant,1688639100,9742,1397932200.0
18535584,Savi Sagar,13.0400963505,77.5188251585,,62300,,zomato,restaurant,1688639100,9742,1397932200.0
19171401,Koluru Mokambika Thindi Mane,12.9968359605,77.5299811363,,145,,zomato,restaurant,1688639100,9742,1397932200.0
18809111,Sri Ayodhya Veg,12.9880374653,77.5370212644,,703,,zomato,restaurant,1688639100,9742,1397932200.0
19424094,Big Cup Cafe,13.028233,77.571188,,64,,zomato,restaurant,1688639100,9742,1397932200.0
18486737,Ice Fort,12.9867362207,77.5399244204,,813,,zomato,restaurant,1688639100,9742,1397932200.0
19854384,Raj Bangarapet Chats,13.0005823,77.5442272,,119,,zomato,restaurant,1688639100,9742,1397932200.0
54276,Fish Palace,13.0081612934,77.5548217446,,171,,zomato,restaurant,1688639100,9742,1397932200.0
19368749,New BEL Prashanth Naati Style,13.0340856293,77.5679662451,,308,,zomato,restaurant,1688639100,9742,1397932200.0
19291884,Mandya Nati Style,12.96906077,77.5443373248,,4491,,zomato,restaurant,1688639100,9742,1397932200.0
19743574,Cheenchatti,13.0297937,77.5625198,,75,,zomato,restaurant,1688639100,9742,1397932200.0
20030011,Kapoor's Cafe,12.9996685181,77.5525352956,,1319,,zomato,restaurant,1688639100,9742,1397932200.0
18140782,Pavitra Paradise,12.9880603342,77.5375778228,,457,,zomato,restaurant,1688639100,9742,1397932200.0
18786684,Northern Flavour,13.0000110129,77.5572065637,,105,,zomato,restaurant,1688639100,9742,1397932200.0
18305630,Hatch,12.9938098386,77.5714997202,,1512,,zomato,restaurant,1688639100,9742,1397932200.0
18154867,New Samrat Restaurant,12.9897023166,77.5727177784,,424,,zomato,restaurant,1688639100,9742,1397932200.0
18992160,MPR Donne Biriyani,13.0414077671,77.5164574385,,322,,zomato,restaurant,1688639100,9742,1397932200.0
20007597,Tycoons- Fine Dine & Retro Bar,12.9976396096,77.5842636824,,80,,zomato,restaurant,1688639100,9742,1397932200.0
60491,Sri Ganesha Upahar,12.9894775492,77.5565789267,,112,,zomato,restaurant,1688639100,9742,1397932200.0
18738797,Chin Lung Resto Bar,13.0300111121,77.5705529004,,985,,zomato,restaurant,1688639100,9742,1397932200.0
18422891,Udupi Upachar,12.9755902574,77.5561491027,,7,,zomato,restaurant,1688639100,9742,1397932200.0
58991,Donne Biriyani Mane,12.9768157628,77.5707463548,,31,,zomato,restaurant,1688639100,9742,1397932200.0
61641,Savi Sagar,12.9902152297,77.5719898939,,10200,,zomato,restaurant,1688639100,9742,1397932200.0
19759486,Mysuru Sri Hanumanthu Palav,12.9868414182,77.5372217596,,336,,zomato,restaurant,1688639100,9742,1397932200.0
19605255,Amogha Sagar Grand,12.9869374681,77.5399311259,,250,,zomato,restaurant,1688639100,9742,1397932200.0
55050,O.G. Variar & Sons,12.991535731,77.5545823574,,1405,,zomato,restaurant,1688639100,9742,1397932200.0
18695285,Dream Coffee House,12.9967359942,77.5720375031,,7,,zomato,restaurant,1688639100,9742,1397932200.0
19309600,Food Empire,12.981960794,77.547509037,,9,,zomato,restaurant,1688639100,9742,1397932200.0
56629,Aramane Restaurant,13.0042983637,77.5494187698,,84,,zomato,restaurant,1688639100,9742,1397932200.0
54595,Chetty's Corner,12.9925239788,77.5783007964,,2273,,zomato,restaurant,1688639100,9742,1397932200.0
54686,1947,13.005654071,77.5690495219,,1796,,zomato,restaurant,1688639100,9742,1397932200.0
18686752,Vinayaka Refreshments,13.0195925995,77.5579495355,,533,,zomato,restaurant,1688639100,9742,1397932200.0
18605308,Indira Canteen,12.9983452507,77.557595484,,7,,zomato,restaurant,1688639100,9742,1397932200.0
18173062,Akshatha Nati Style,12.9730265106,77.5396840274,,99,,zomato,restaurant,1688639100,9742,1397932200.0
19667215,Chaska,12.9979463677,77.5520134717,,24,,zomato,restaurant,1688639100,9742,1397932200.0
20037119,Tarangini,13.0313714,77.5701992,,105,,zomato,restaurant,1688639100,9742,1397932200.0
18364474,Jai Mataji Farsan And Sweets,13.0202502194,77.5582386935,,98,,zomato,restaurant,1688639100,9742,1397932200.0
18747139,Al-Taj Restaurant,12.9900133315,77.5528315455,,494,,zomato,restaurant,1688639100,9742,1397932200.0
19649907,Maggi Carnival,13.032408337,77.5665647909,,301,,zomato,restaurant,1688639100,9742,1397932200.0
19829475,Punjabites By Empire,12.9835407428,77.5488249958,,258,,zomato,restaurant,1688639100,9742,1397932200.0
54663,Sattvam,13.0058324358,77.5808408484,,3585,,zomato,restaurant,1688639100,9742,1397932200.0
18582660,Mantap Ice Cream,12.9888574843,77.5722326669,,997,,zomato,restaurant,1688639100,9742,1397932200.0
19443552,Five Star Chicken,13.0136986533,77.5331250206,,13,,zomato,restaurant,1688639100,9742,1397932200.0
19875319,Manavarike Restaurant,12.986626776,77.5405782089,,23,,zomato,restaurant,1688639100,9742,1397932200.0
19497062,Andhra Dum Biriyani,13.0348849114,77.563977465,,264,,zomato,restaurant,1688639100,9742,1397932200.0
19088492,Naati Style Donnie Biryani,12.9907791061,77.5728777051,,4,,zomato,restaurant,1688639100,9742,1397932200.0
18598898,Radhika Sweets,13.040023512,77.5187279284,,429,,zomato,restaurant,1688639100,9742,1397932200.0
19075860,Sai Ram Juice And Chats,13.0055413679,77.5706109032,,1517,,zomato,restaurant,1688639100,9742,1397932200.0
58160,Sangeeth Bar & Restaurant,12.9899871958,77.5726621225,,14,,zomato,restaurant,1688639100,9742,1397932200.0
19551760,Gracy Kitchen,13.0323998443,77.5665275753,,1049,,zomato,restaurant,1688639100,9742,1397932200.0
18552992,Sunniy Spice Restaurant,13.0289678107,77.5715744868,,248,,zomato,restaurant,1688639100,9742,1397932200.0
57895,Aishwarya Sweets,13.0039968403,77.5504712015,,271,,zomato,restaurant,1688639100,9742,1397932200.0
19525965,Rolls & Bowls By Feedx,13.0331115926,77.5660856813,,206,,zomato,restaurant,1688639100,9742,1397932200.0
19793146,Gabru Bistro & Cafe,13.0337387394,77.5680182129,,2334,,zomato,restaurant,1688639100,9742,1397932200.0
19639118,Cafe Coco,13.032934,77.567294,,206,,zomato,restaurant,1688639100,9742,1397932200.0
50588,Kim Lee Restaurant,12.984771763,77.5536482781,,1232,,zomato,restaurant,1688639100,9742,1397932200.0
19525518,Kunafa World,13.0282828355,77.5716740638,,1057,,zomato,restaurant,1688639100,9742,1397932200.0
19707952,Achari's Home Made,12.9912828696,77.5656783208,,27,,zomato,restaurant,1688639100,9742,1397932200.0
19728619,Uttara Karnataka Jolada Rotti Mattu Chapati Angadi,12.989623,77.5735285,,399,,zomato,restaurant,1688639100,9742,1397932200.0
18418556,Amma's Brahmin Cafe,12.9892455944,77.577746585,,160,,zomato,restaurant,1688639100,9742,1397932200.0
56758,Kadai,12.9974086424,77.5453444943,,2252,,zomato,restaurant,1688639100,9742,1397932200.0
57811,Ragoo's Kitchen,13.0083079692,77.5430267304,,2066,,zomato,restaurant,1688639100,9742,1397932200.0
60310,Savipriya Military Hotel,13.0011576676,77.5531859323,,4,,zomato,restaurant,1688639100,,
19928707,Jain Roti Mane,12.9752125745,77.5439477339,,41,,zomato,restaurant,1688639100,9742,1397932200.0
19486500,Street Foods By Punjab Grill,12.991663795,77.5709585845,,38,,zomato,restaurant,1688639100,9742,1397932200.0
18412445,Namma Kudla,12.9999574369,77.5724009424,,1038,,zomato,restaurant,1688639100,9742,1397932200.0
20032607,Charlie Chaplin Lavegano,13.0299040933,77.5708004772,,60,,zomato,restaurant,1688639100,9742,1397932200.0
19056239,Delice,12.9934086615,77.5390114635,,81,,zomato,restaurant,1688639100,9742,1397932200.0
19698163,Golden Chicken Kebab & Biryani,12.9755608531,77.5567653403,,20,,zomato,restaurant,1688639100,9742,1397932200.0
19059946,Lobby Lounge - Sheraton Grand Brigade Gateway,13.0128839495,77.5550188869,,25,,zomato,restaurant,1688639100,9742,1397932200.0
18904625,New SLV Gowdru Hindu Miltry Hotel,13.0415634,77.5144934,,15300,,zomato,restaurant,1688639100,9742,1397932200.0
19691762,Balaji Kabab Corner - Gowdru Natti Style,13.0279496566,77.5613398477,,130,,zomato,restaurant,1688639100,9742,1397932200.0
18254571,The Green Path - Forgotten Food,12.990297557,77.5718339905,,1375,,zomato,restaurant,1688639100,9742,1397932200.0
19183469,Tavvas Restaurant,12.9919617398,77.5702799857,,35,,zomato,restaurant,1688639100,9742,1397932200.0
18494058,Bakers Paradise,13.0083765703,77.5426683202,,127,,zomato,restaurant,1688639100,9742,1397932200.0
56680,Bombay Vada Pav Corner,12.990413534,77.5745520741,,5149,,zomato,restaurant,1688639100,9742,1397932200.0
19558036,Noodle House,12.9886768139,77.5778967887,,69,,zomato,restaurant,1688639100,9742,1397932200.0
20114287,Rich Grills Restaurant,13.0146727663,77.5440748036,,335,,zomato,restaurant,1688639100,9742,1397932200.0
