id,name,lat,lng,cid,brand_id,brand_name,number_of_votes,place_url,source,category,created_at,date,number_of_reviews,reviews_per_day
ChIJxXRUeSoWrjsRrdDPQZ3sk_I,Cloudnine Hospital - Malleshwaram,13.007858276367188,77.56254577636719,0x3bae162a795474c5:0xf293ec9d41cfd0ad,cloudninecare,Cloudnine Hospitals,5526,https://www.google.com/maps/place/?q=place_id:ChIJxXRUeSoWrjsRrdDPQZ3sk_I,gmaps_v2,clinic,1695212099,1547031112.0,5837.0,3.222048993370519
ChIJp-kMh749rjsRUqGj74e8vdM,Divisha Arthritis and Medical Center,12.9921875,77.53607177734375,0x3bae3dbe870ce9a7:0xd3bdbc87efa3a152,N_A,N_A,1647,https://www.google.com/maps/place/?q=place_id:ChIJp-kMh749rjsRUqGj74e8vdM,gmaps_v2,clinic,1695212099,1648079269.0,1918.0,3.019143980957647
ChIJPbt9NHsXrjsRd9nqAe0ubzo,Doorstep Delivery Forex(currency exchange) Services.,13.030190467834473,77.5705337524414,0x3bae177b347dbb3d:0x3a6f2eed01ead977,N_A,N_A,794,https://www.google.com/maps/place/?q=place_id:ChIJPbt9NHsXrjsRd9nqAe0ubzo,gmaps_v2,hospital,1687847039,1664355040.0,1170.0,2.9202112600123984
ChIJNSOSoXg9rjsRyqe-j79Znp0,"Lenskart.com at Orion Mall, Malleshwaram West",13.011481285095217,77.55513000488281,0x3bae3d78a1922335:0x9d9e59bf8fbea7ca,lenskart,Lenskart,728,https://www.google.com/maps/place/?q=place_id:ChIJNSOSoXg9rjsRyqe-j79Znp0,gmaps_v2,clinic,1695212099,1673626833.0,969.0,2.9139877173623896
ChIJlzh0J-I9rjsRldDpJqpk71A,Dr Agarwals Eye Hospital,13.000006675720217,77.54986572265625,0x3bae3de227743897:0x50ef64aa26e9d095,dragarwal,Dr Agarwals Eye Hospital,3138,https://www.google.com/maps/place/?q=place_id:ChIJlzh0J-I9rjsRldDpJqpk71A,gmaps_v2,hospital,1695212099,1600243415.0,3293.0,2.8548695062469225
ChIJSQLkRXc-rjsRF9E3nqtTlOE,CUTIS HOSPITAL - SKIN HAIR NAIL : Best Dermatology Hospital in Bangalore,12.976850509643556,77.54495239257812,0x3bae3e7745e40249:0xe19453ab9e37d117,cutis,cutis,5454,https://www.google.com/maps/place/?q=place_id:ChIJSQLkRXc-rjsRF9E3nqtTlOE,gmaps_v2,clinic,1695212099,1520080371.0,5671.0,2.69069234559257
ChIJe58LMms9rjsRhiea4GHK0ls,People Tree Hospitals,13.02879524230957,77.53946685791016,0x3bae3d6b320b9f7b:0x5bd2ca61e09a2786,peopletreehospitals,People Tree Hospital,2973,https://www.google.com/maps/place/?q=place_id:ChIJe58LMms9rjsRhiea4GHK0ls,gmaps_v2,hospital,1695212099,1575616206.0,3827.0,2.1477928176011862
ChIJY3xQT2I9rjsRLN8EO-oy25E,Lenskart.com at Mathikere,13.031824111938477,77.55952453613281,0x3bae3d624f507c63:0x91db32ea3b04df2c,lenskart,Lenskart,488,https://www.google.com/maps/place/?q=place_id:ChIJY3xQT2I9rjsRLN8EO-oy25E,gmaps_v2,clinic,1695212099,1675439996.0,649.0,2.1324590510174866
ChIJlRXHDNsXrjsR3hNgTs_bZ-Q,Clinikk Health Hub Malleshwaram,13.000432968139648,77.5633773803711,0x3bae17db0cc71595:0xe467dbcf4e6013de,clinikk,Clinikk,184,https://www.google.com/maps/place/?q=place_id:ChIJlRXHDNsXrjsR3hNgTs_bZ-Q,gmaps_v2,clinic,1695212099,1687268382.0,290.0,2.0012797535461044
ChIJIexasio9rjsRSwoP0A4Qtn0,IVF Access Rajajinagar,12.9911527633667,77.55762481689453,0x3bae3d2ab25aec21:0x7db6100ed00f0a4b,ivfaccess,ivfaccess,1054,https://www.google.com/maps/place/?q=place_id:ChIJIexasio9rjsRSwoP0A4Qtn0,gmaps_v2,clinic,1695212099,1647762575.0,1133.0,1.9192099798514313
ChIJmWMZe2I9rjsRuw0CDecj1hs,"Lenskart.com at Basaveshwanagar, Bangaluru",12.99596118927002,77.53997039794922,0x3bae3d627b196399:0x1bd623e70d020dbb,lenskart,Lenskart,328,https://www.google.com/maps/place/?q=place_id:ChIJmWMZe2I9rjsRuw0CDecj1hs,gmaps_v2,clinic,1695212099,1679729804.0,462.0,1.8304263030771601
ChIJp7_699c8rjsRs7WodvzpQMc,People Tree Hospitals @ Dasarahalli,13.042570114135742,77.51557159423828,0x3bae3cd7f7fabfa7:0xc740e9fc76a8b5b3,peopletreehospitals,People Tree Hospital,1880,https://www.google.com/maps/place/?q=place_id:ChIJp7_699c8rjsRs7WodvzpQMc,gmaps_v2,hospital,1695212099,1605940518.0,2038.0,1.8195264179313684
ChIJQyABNcIXrjsR7Ny0fCoIaxE,Apollo hospital parking,12.988245010375977,77.572509765625,0x3bae17c235012043:0x116b082a7cb4dcec,apollohospitals,Apollo Hospitals,26,https://www.google.com/maps/place/?q=place_id:ChIJQyABNcIXrjsR7Ny0fCoIaxE,gmaps_v2,hospital,1695212099,1693923085.0,53.0,1.7427273869795052
ChIJiR-5XXg9rjsRcPKp8tB-aY0,NU Hospitals (West),13.012133598327637,77.55274963378906,0x3bae3d785db91f89:0x8d697ed0f2a9f270,nuhospitals,nuhospitals,3624,https://www.google.com/maps/place/?q=place_id:ChIJiR-5XXg9rjsRcPKp8tB-aY0,gmaps_v2,hospital,1695212099,1510127663.0,3882.0,1.691733820341328
ChIJc8-KGQkXrjsRA6s3FO1BOtM,Titan Eye+ Lulu Mall,12.981345176696776,77.5637435913086,0x3bae1709198acf73:0xd33a41ed1437ab03,titaneyeplus,Titan Eye Plus,716,https://www.google.com/maps/place/?q=place_id:ChIJc8-KGQkXrjsRA6s3FO1BOtM,gmaps_v2,clinic,1687847039,1649734863.0,809.0,1.6231663077962277
ChIJQU4P2DAWrjsRtMa1nkN_23g,Kolors Healthcare Sadashiv Nagar,13.003170013427734,77.57836151123047,0x3bae1630d80f4e41:0x78db7f439eb5c6b4,kolorshealthcare,Kolors Healthcare,2456,https://www.google.com/maps/place/?q=place_id:ChIJQU4P2DAWrjsRtMa1nkN_23g,gmaps_v2,clinic,1695212099,1530423569.0,2537.0,1.2877012738690006
ChIJ37o1kpA9rjsRvOJ70RMQMvw,"Lenskart.com at Dr Modi Hospital Road Rajajinagar, Bengaluru",12.997482299804688,77.54742431640625,0x3bae3d909235badf:0xfc321013d17be2bc,lenskart,Lenskart,482,https://www.google.com/maps/place/?q=place_id:ChIJ37o1kpA9rjsRvOJ70RMQMvw,gmaps_v2,clinic,1695212099,1662818009.0,622.0,1.2855678304283282
ChIJr9oPCmbFrzsR9SX1DIpcJqU,Specsmakers - Mathikere,13.029815673828123,77.5609130859375,0x3bafc5660a0fdaaf:0xa5265c8a0cf525f5,specsmakers,Specsmakers,1136,https://www.google.com/maps/place/?q=place_id:ChIJr9oPCmbFrzsR9SX1DIpcJqU,gmaps_v2,clinic,1687847039,1607670677.0,1294.0,1.224181261803822
ChIJxytoD7U9rjsRTbKpinu3EAQ,"Fortis Hospital Rajajinagar, Bangalore",13.002140045166016,77.54910278320312,0x3bae3db50f682bc7:0x410b77b8aa9b24d,fortishealthcare,Fortis Healthcare,2349,https://www.google.com/maps/place/?q=place_id:ChIJxytoD7U9rjsRTbKpinu3EAQ,gmaps_v2,hospital,1695212099,1528468650.0,2598.0,1.217160861294167
ChIJ5b7pxwMWrjsRvAoPkDynRBE,ETA Star The Gardens Apartment,12.972614288330078,77.565185546875,0x3bae1603c7e9bee5:0x1144a73c900f0abc,N_A,N_A,3210,https://www.google.com/maps/place/?q=place_id:ChIJ5b7pxwMWrjsRvAoPkDynRBE,gmaps_v2,hospital,1687847039,1452995911.0,3266.0,1.1809353540767324
ChIJD-Y_f4E9rjsRZalDy9FBjRQ,Dr Bhat's Homeopathy,13.008177757263184,77.5561294555664,0x3bae3d817f3fe60f:0x148d41d1cb43a965,N_A,N_A,148,https://www.google.com/maps/place/?q=place_id:ChIJD-Y_f4E9rjsRZalDy9FBjRQ,gmaps_v2,clinic,1695212099,1683644610.0,203.0,1.1054430222496863
ChIJQQEJjDA9rjsRRXe6rRoCm5U,VIVIDUS HOSPITALS,13.029417037963867,77.56082153320312,0x3bae3d308c090141:0x959b021aadba7745,N_A,N_A,405,https://www.google.com/maps/place/?q=place_id:ChIJQQEJjDA9rjsRRXe6rRoCm5U,gmaps_v2,clinic,1695212099,1663253786.0,510.0,1.0949263811265633
ChIJreOiuoYXrjsRjZ-EGQHZW5Y,Dr. Karthik Aditya - Best Plastic Surgeon | Gynecomastia | Lipoma | Cyst Removal | Liposuction Expert in Bangalore,13.000248908996582,77.55148315429688,0x3bae1786baa2e3ad:0x965bd90119849f8d,pristyncare,Pristyn Care,104,https://www.google.com/maps/place/?q=place_id:ChIJreOiuoYXrjsRjZ-EGQHZW5Y,gmaps_v2,clinic,1695212099,1686914400.0,132.0,1.082902621558097
ChIJVWrPQe4XrjsR0LZOJ1USwCE,Dr. Kiran Chouka | Best Orthopaedic Surgeon in Yeshwanthpur | Manipal Hospital Yeshwanthpur,12.991634368896484,77.55730438232422,0x3bae17ee41cf6a55:0x21c01255274eb6d0,manipalhospitals,Manipal Hospitals,203,https://www.google.com/maps/place/?q=place_id:ChIJVWrPQe4XrjsR0LZOJ1USwCE,gmaps_v2,hospital,1695212099,1678728921.0,290.0,1.0640666502539742
ChIJFQC0ox8XrjsRwhCAV3Ua8AE,Dr. Sajeet Nayar - Laparoscopic Surgeon | Piles | Fissure | Fistula | Circumcision | Hernia | Hydrocele | Gall Stone,13.003808975219728,77.56809997558594,0x3bae171fa3b40015:0x1f01a75578010c2,pristyncare,Pristyn Care,102,https://www.google.com/maps/place/?q=place_id:ChIJFQC0ox8XrjsRwhCAV3Ua8AE,gmaps_v2,clinic,1695212099,1686757843.0,177.0,1.0424098820759626
ChIJ0wdbQwIXrjsRceZCFW8B0JE,"Lenskart.com at Sampige Road, Malleshwaram",13.001277923583984,77.57129669189453,0x3bae1702435b07d3:0x91d0016f1542e671,lenskart,Lenskart,681,https://www.google.com/maps/place/?q=place_id:ChIJ0wdbQwIXrjsRceZCFW8B0JE,gmaps_v2,clinic,1695212099,1638005843.0,802.0,1.0285308655752616
ChIJe9e99twXrjsRdhpGXVcI8YI,Titan Eye+ at BEL Road,13.029966354370115,77.5708236694336,0x3bae17dcf6bdd77b:0x82f108575d461a76,titaneyeplus,Titan Eye Plus,2049,https://www.google.com/maps/place/?q=place_id:ChIJe9e99twXrjsRdhpGXVcI8YI,gmaps_v2,clinic,1695212099,1512986150.0,2074.0,0.9715059845840067
ChIJ7cDG5DMWrjsRuQIpeKWLc4Q,Medall Clumax Diagnostics,13.0057954788208,77.57835388183594,0x3bae1633e4c6c0ed:0x84738ba5782902b9,medall,Medall,909,https://www.google.com/maps/place/?q=place_id:ChIJ7cDG5DMWrjsRuQIpeKWLc4Q,gmaps_v2,clinic,1695212099,1613987684.0,1097.0,0.9669210913984422
ChIJcbQeVfM9rjsRNF9nJX8x5jk,KANVA DIAGNOSTIC SERVICES PVT. LTD,12.98689079284668,77.56029510498047,0x3bae3df3551eb471:0x39e6317f25675f34,kanvadiagnostic,kanvadiagnostic,2023,https://www.google.com/maps/place/?q=place_id:ChIJcbQeVfM9rjsRNF9nJX8x5jk,gmaps_v2,clinic,1695212099,1511192462.0,2121.0,0.9498290663403494
ChIJlegbUjsWrjsRj4WbzMYOmcM,Dr.Solanki Eye Hospital,12.995132446289062,77.57383728027344,0x3bae163b521be895:0xc3990ec6cc9b858f,N_A,N_A,594,https://www.google.com/maps/place/?q=place_id:ChIJlegbUjsWrjsRj4WbzMYOmcM,gmaps_v2,hospital,1687847039,1633444837.0,897.0,0.9433735788856488
ChIJBTH794s9rjsRXvSYsEkHnFs,"Nethradhama Super Speciality Eye Hospital, Rajaji Nagar",12.99757957458496,77.55093383789062,0x3bae3d8bf7fb3105:0x5b9c0749b098f45e,nethradhama,nethradhama,757,https://www.google.com/maps/place/?q=place_id:ChIJBTH794s9rjsRXvSYsEkHnFs,gmaps_v2,hospital,1695212099,1623394819.0,889.0,0.910711182601179
ChIJAV2hTuY9rjsRBadjPG3hzxU,Kangaroo Care - Women and Children Hospital in West Bangalore,12.974213600158691,77.54229736328125,0x3bae3de64ea15d01:0x15cfe16d3c63a705,kangaroocareindia,kangaroocareindia,1764,https://www.google.com/maps/place/?q=place_id:ChIJAV2hTuY9rjsRBadjPG3hzxU,gmaps_v2,clinic,1695212099,1525176539.0,1854.0,0.8963395656767326
ChIJB1uA5S8WrjsRsgIDumddqC0,RV Metropolis Diagnostic & Healthcare Center Pvt Ltd,13.00570297241211,77.56802368164062,0x3bae162fe5805b07:0x2da85d67ba0302b2,metropolisindia,Metropolis Healthcare,894,https://www.google.com/maps/place/?q=place_id:ChIJB1uA5S8WrjsRsgIDumddqC0,gmaps_v2,clinic,1695212099,1608583657.0,1060.0,0.8916424931202156
ChIJoTzZ8HU9rjsRLx3tyDKHooM,Sanjeevini Multi Speciality Hospital,13.011701583862305,77.54390716552734,0x3bae3d75f0d93ca1:0x83a28732c8ed1d2f,sanjeevinihospital,Sanjeevini Hospital,1858,https://www.google.com/maps/place/?q=place_id:ChIJoTzZ8HU9rjsRLx3tyDKHooM,gmaps_v2,hospital,1695212099,1509624404.0,1910.0,0.8649883819075397
ChIJkRpDzoI9rjsRxOMETabtF-A,SkinSerene Clinic,12.986992835998535,77.5421371459961,0x3bae3d82ce431a91:0xe017eda64d04e3c4,N_A,N_A,73,https://www.google.com/maps/place/?q=place_id:ChIJkRpDzoI9rjsRxOMETabtF-A,gmaps_v2,clinic,1687847039,1680264016.0,75.0,0.8317527191991901
ChIJoUy3PHcXrjsRZpd8NdlY8kw,Dr. Divya B - Best ENT Specialist for Sinusitis | Tonsilitis | Deviated Nasal Septum | Ear Drum Repair,13.006001472473145,77.56806182861328,0x3bae17773cb74ca1:0x4cf258d9357c9766,pristyncare,Pristyn Care,97,https://www.google.com/maps/place/?q=place_id:ChIJoUy3PHcXrjsRZpd8NdlY8kw,gmaps_v2,clinic,1695212099,1684996033.0,115.0,0.8203549193985239
ChIJ-8eKkUgXrjsRQr1UDZFC63A,Dr Utkarshas Esthetic Centre,13.007105827331545,77.57127380371094,0x3bae1748918ac7fb:0x70eb42910d54bd42,N_A,N_A,403,https://www.google.com/maps/place/?q=place_id:ChIJ-8eKkUgXrjsRQr1UDZFC63A,gmaps_v2,clinic,1695212099,1651927942.0,464.0,0.8044329013962315
ChIJQ_hfDxgWrjsRBXOwN4ysRUA,"Dr. Sriprada Vinekar - Best Gynecologist at Cloudnine Hospital, Bengaluru",13.007867813110352,77.56253051757812,0x3bae16180f5ff843:0x4045ac8c37b07305,cloudninecare,Cloudnine Hospitals,513,https://www.google.com/maps/place/?q=place_id:ChIJQ_hfDxgWrjsRBXOwN4ysRUA,gmaps_v2,clinic,1695212099,1637656811.0,589.0,0.7700977884082519
ChIJtdKxJGs9rjsRqx59oJdMUfo,Jai Hanuman Ambulance Service - 24x7 Ambulance in Bangalore | ambulance service,13.023504257202148,77.53655242919922,0x3bae3d6b24b1d2b5:0xfa514c97a07d1eab,N_A,N_A,197,https://www.google.com/maps/place/?q=place_id:ChIJtdKxJGs9rjsRqx59oJdMUfo,gmaps_v2,clinic,1695212099,1672318850.0,284.0,0.7434855576855867
ChIJq4bi6Kw9rjsR7koaHaLiC_4,"Dhanvantari Health Care ENT Clinic, Dr RK Swathi",12.987295150756836,77.55071258544922,0x3bae3dace8e286ab:0xfe0be2a21d1a4aee,N_A,N_A,13,https://www.google.com/maps/place/?q=place_id:ChIJq4bi6Kw9rjsR7koaHaLiC_4,gmaps_v2,clinic,1687847039,1686314814.0,72.0,0.7330516079557506
ChIJ14U1SHkXrjsRjkpYOdp-mGo,Dr. Prerana Tripathi - Best Cataract Surgeon | Lasik Surgeon | Squint,13.005640029907228,77.58165740966797,0x3bae1779483585d7:0x6a987eda39584a8e,pristyncare,Pristyn Care,61,https://www.google.com/maps/place/?q=place_id:ChIJ14U1SHkXrjsRjkpYOdp-mGo,gmaps_v2,clinic,1695212099,1687944043.0,93.0,0.725145761122369
ChIJAUr4_xE9rjsR-dXbGBVi2eg,Dr. Anitha M | Plastic Surgeon | Cozmo blis,12.980395317077637,77.55450439453125,0x3bae3d11fff84a01:0xe8d9621518dbd5f9,N_A,N_A,20,https://www.google.com/maps/place/?q=place_id:ChIJAUr4_xE9rjsR-dXbGBVi2eg,gmaps_v2,clinic,1687847039,1685459596.0,29.0,0.7237869134467294
ChIJk5zxkWA9rjsRtH31xiCNlcQ,"Smiles Hospitals - Advanced Treatment for Piles, Fissure, Fistula, & Hernia in Mathikere, Bangalore",13.03231716156006,77.55838012695312,0x3bae3d6091f19c93:0xc4958d20c6f57db4,smileshospitals,Smiles Gastroenterology,1218,https://www.google.com/maps/place/?q=place_id:ChIJk5zxkWA9rjsRtH31xiCNlcQ,gmaps_v2,clinic,1695212099,1547306034.0,1441.0,0.7115002349633195
ChIJCaAKKzkWrjsR-M2kN83tabg,"Milann Fertility & Birthing Hospital, Kumara Park, Best Fertility & Birthing Hospital in Kumara Park, Bangalore",12.987422943115234,77.57918548583984,0x3bae16392b0aa009:0xb869edcd37a4cdf8,milann,Milann Fertility Centre,1292,https://www.google.com/maps/place/?q=place_id:ChIJCaAKKzkWrjsR-M2kN83tabg,gmaps_v2,hospital,1695212099,1535608521.0,1365.0,0.699412891608232
ChIJ6diJZUcXrjsRooNwqOR9uaE,Trinity Central Hospital,12.988862991333008,77.57376098632812,0x3bae17476589d8e9:0xa1b97de4a87083a2,N_A,N_A,541,https://www.google.com/maps/place/?q=place_id:ChIJ6diJZUcXrjsRooNwqOR9uaE,gmaps_v2,hospital,1687847039,1620542193.0,585.0,0.6944878827893016
ChIJw7asq_M9rjsR21w8U6Bg8-8,Prism Eye Care,12.984783172607422,77.55352020263672,0x3bae3df3abacb6c3:0xeff360a0533c5cdb,N_A,N_A,1164,https://www.google.com/maps/place/?q=place_id:ChIJw7asq_M9rjsR21w8U6Bg8-8,gmaps_v2,clinic,1695212099,1548165852.0,1206.0,0.6839317701185532
ChIJ0S_7FF49rjsREOcPXhBq2H4,"Dr. Keshav's Skin Hair Laser & Cosmetic Clinic- Best Skin, Hair Transplant & Laser Clinic Bangalore",13.034197807312012,77.55783081054688,0x3bae3d5e14fb2fd1:0x7ed86a105e0fe710,N_A,N_A,1381,https://www.google.com/maps/place/?q=place_id:ChIJ0S_7FF49rjsREOcPXhBq2H4,gmaps_v2,clinic,1695212099,1519826294.0,1455.0,0.6803195959901088
ChIJ9xJ3WjEWrjsR_GnT_vlzfTI,"Oliva Clinic Sadashivanagar: Laser Hair Removal, PRP, Hair Loss, Acne Scar, Skin Lightening Treatments",13.00543975830078,77.57839965820312,0x3bae16315a7712f7:0x327d73f9fed369fc,olivaclinic,Oliva Skin & Hair Clinic,1474,https://www.google.com/maps/place/?q=place_id:ChIJ9xJ3WjEWrjsR_GnT_vlzfTI,gmaps_v2,clinic,1695212099,1505639675.0,1534.0,0.6717939102788494
ChIJsxJY6JE9rjsRrdnTgDpeBw8,Rehamo,13.001733779907228,77.55010986328125,0x3bae3d91e85812b3:0xf075e3a80d3d9ad,N_A,N_A,902,https://www.google.com/maps/place/?q=place_id:ChIJsxJY6JE9rjsRrdnTgDpeBw8,gmaps_v2,clinic,1695212099,1577433273.0,1033.0,0.661687695885167
ChIJV_D9ZY49rjsRTYLxDPN1U0E,cim nature cure bangalore,13.01870822906494,77.55831909179688,0x3bae3d8e65fdf057:0x415375f30cf1824d,N_A,N_A,285,https://www.google.com/maps/place/?q=place_id:ChIJV_D9ZY49rjsRTYLxDPN1U0E,gmaps_v2,clinic,1695212099,1657877603.0,325.0,0.6595508882723367
ChIJB-1voig9rjsRywiFEDplvCU,VIVEKA SCANS & DIAGNOSTICS,13.04338550567627,77.5109634399414,0x3bae3d28a26fed07:0x25bc653a108508cb,N_A,N_A,1353,https://www.google.com/maps/place/?q=place_id:ChIJB-1voig9rjsRywiFEDplvCU,gmaps_v2,clinic,1695212099,1516953182.0,1397.0,0.6557831830651142
ChIJhb0gaCgWrjsRfgsZxHqNSr8,Manipal Hospital Malleshwaram,13.001055717468262,77.56404876708984,0x3bae16286820bd85:0xbf4a8d7ac4190b7e,manipalhospitals,Manipal Hospitals,1368,https://www.google.com/maps/place/?q=place_id:ChIJhb0gaCgWrjsRfgsZxHqNSr8,gmaps_v2,hospital,1695212099,1511608459.0,1433.0,0.6437519430442664
ChIJmSkQQ4kXrjsRn4qp8u7dgZs,Dr Prathik R | Uroclinic And Kidney Stone Centre | Best Urologist | Bangalore,12.991068840026855,77.57774353027344,0x3bae178943102999:0x9b81ddeef2a98a9f,N_A,N_A,92,https://www.google.com/maps/place/?q=place_id:ChIJmSkQQ4kXrjsRn4qp8u7dgZs,gmaps_v2,clinic,1695212099,1682695339.0,149.0,0.6350525215790668
ChIJkY3Ymy0XrjsR8z3Ci66VOw4,Dr Sharan Srinivasan | Best Neurosurgeon and Neurologist in Bangalore,12.982988357543944,77.5682601928711,0x3bae172d9bd88d91:0xe3b95ae8bc23df3,N_A,N_A,409,https://www.google.com/maps/place/?q=place_id:ChIJkY3Ymy0XrjsR8z3Ci66VOw4,gmaps_v2,clinic,1695212099,1637652870.0,446.0,0.6139345612151963
ChIJb_VGfb49rjsRguO84xmGFdQ,Titan Eyeplus,12.991622924804688,77.53828430175781,0x3bae3dbe7d46f56f:0xd4158619e3bce382,titaneyeplus,Titan Eye Plus,1106,https://www.google.com/maps/place/?q=place_id:ChIJb_VGfb49rjsRguO84xmGFdQ,gmaps_v2,clinic,1687847039,1527420703.0,1131.0,0.5956528234865378
ChIJg6mAzlQ9rjsRa-MWXXIa6EU,Sree clinic - Diabetes & Health care centre,13.00202751159668,77.55309295654297,0x3bae3d54ce80a983:0x45e81a725d16e36b,N_A,N_A,47,https://www.google.com/maps/place/?q=place_id:ChIJg6mAzlQ9rjsRa-MWXXIa6EU,gmaps_v2,clinic,1695212099,1688267156.0,45.0,0.5847132222683469
ChIJf3gfDBgWrjsRLgWJ_VFKg3Q,Apollo Sugar Clinics,12.988336563110352,77.57268524169922,0x3bae16180c1f787f:0x74834a51fd89052e,apollosugar,Apollo Sugar Clinics,447,https://www.google.com/maps/place/?q=place_id:ChIJf3gfDBgWrjsRLgWJ_VFKg3Q,gmaps_v2,clinic,1695212099,1627371977.0,591.0,0.5692914290454844
ChIJ5yhSah09rjsR-qy2ddd8VQA,Anas Sheikh Hair Solution | Hair Patch In Bengaluru | Hair Replacement in Bengaluru | Hair Bonding In Bengaluru,12.98670482635498,77.55996704101562,0x3bae3d1d6a5228e7:0x557cd775b6acfa,anassheikhhairpatch,anassheikhhairpatch,163,https://www.google.com/maps/place/?q=place_id:ChIJ5yhSah09rjsR-qy2ddd8VQA,gmaps_v2,clinic,1699615207,1673432705.0,173.0,0.5378859514648371
ChIJqeFmHEUXrjsRt8o47ub3eN0,Specsmakers - New BEL Rd,13.029918670654297,77.57083129882812,0x3bae17451c66e1a9:0xdd78f7e6ee38cab7,specsmakers,Specsmakers,399,https://www.google.com/maps/place/?q=place_id:ChIJqeFmHEUXrjsRt8o47ub3eN0,gmaps_v2,clinic,1695212099,1631020629.0,487.0,0.5370433174376595
ChIJw-FLcvQ9rjsR7hCoibfl2FQ,"Altius Hospitals, Rajajinagar",12.9849271774292,77.55693817138672,0x3bae3df4724be1c3:0x54d8e5b789a810ee,N_A,N_A,1092,https://www.google.com/maps/place/?q=place_id:ChIJw-FLcvQ9rjsR7hCoibfl2FQ,gmaps_v2,clinic,1695212099,1516777059.0,1203.0,0.5287571320072559
